Date,Open,High,Low,Close
7-October-2009,5171.90,5183.96,5092.38,5105.11,
8-October-2009,5148.65,5170.83,5103.39,5129.45,
9-October-2009,5163.27,5163.27,5070.01,5077.82,
12-October-2009,5104.42,5195.98,5094.06,5184.32,
14-October-2009,5216.83,5264.88,5216.83,5255.80,
15-October-2009,5292.11,5292.11,5226.81,5256.31,
16-October-2009,5255.65,5298.29,5249.76,5290.23,
17-October-2009,5327.43,5329.49,5275.61,5294.44,
20-October-2009,5320.17,5334.96,5251.09,5261.70,
21-October-2009,5252.78,5269.21,5194.24,5198.77,
22-October-2009,5185.62,5206.38,5108.40,5128.38,
23-October-2009,5180.80,5198.28,5124.83,5138.25,
26-October-2009,5153.20,5162.42,5091.36,5098.88,
27-October-2009,5065.47,5077.11,4951.52,4967.33,
28-October-2009,4946.52,4991.75,4899.20,4952.32,
29-October-2009,4877.62,4936.91,4860.77,4871.43,
30-October-2009,4938.31,4974.16,4817.30,4833.24,
3-November-2009,4798.83,4848.99,4662.90,4679.47,
4-November-2009,4737.99,4841.99,4700.34,4833.53,
5-November-2009,4828.38,4904.80,4750.95,4896.69,
6-November-2009,4956.07,4979.51,4921.22,4943.38,
9-November-2009,4972.53,5053.17,4945.22,5048.12,
10-November-2009,5097.01,5100.72,5016.30,5037.26,
11-November-2009,5042.02,5167.54,5030.90,5158.64,
12-November-2009,5160.22,5170.22,5074.98,5100.71,
13-November-2009,5094.64,5161.45,5092.19,5142.07,
16-November-2009,5176.94,5216.66,5176.94,5201.02,
17-November-2009,5216.65,5216.65,5157.96,5207.15,
18-November-2009,5205.19,5232.38,5192.25,5203.70,
19-November-2009,5197.23,5207.47,5111.99,5134.82,
20-November-2009,5104.94,5200.22,5079.30,5194.29,
23-November-2009,5209.84,5245.93,5206.93,5237.78,
24-November-2009,5246.78,5247.81,5193.38,5223.72,
25-November-2009,5231.90,5276.76,5227.21,5244.49,
26-November-2009,5244.01,5250.47,5136.73,5148.74,
27-November-2009,5057.82,5094.13,4946.99,5081.99,
30-November-2009,5148.45,5204.25,5143.89,5170.57,
1-December-2009,5199.79,5270.30,5199.79,5265.08,
2-December-2009,5299.93,5305.70,5261.60,5269.33,
3-December-2009,5290.23,5330.02,5262.29,5285.32,
4-December-2009,5265.98,5313.98,5243.19,5267.28,
7-December-2009,5278.63,5288.99,5211.76,5223.50,
8-December-2009,5220.09,5305.01,5220.09,5302.53,
9-December-2009,5273.15,5307.92,5253.16,5268.45,
10-December-2009,5268.62,5299.17,5246.23,5286.90,
11-December-2009,5321.73,5335.29,5241.67,5262.90,
14-December-2009,5260.48,5303.41,5246.79,5256.41,
15-December-2009,5280.73,5282.77,5167.78,5180.45,
16-December-2009,5175.68,5212.87,5150.19,5190.32,
17-December-2009,5193.77,5214.21,5168.52,5193.75,
18-December-2009,5176.63,5200.75,5137.69,5144.12,
21-December-2009,5153.17,5155.97,5104.23,5109.30,
22-December-2009,5141.68,5157.78,5131.35,5149.60,
23-December-2009,5169.62,5298.50,5169.62,5294.90,
24-December-2009,5314.71,5345.44,5286.27,5329.45,
29-December-2009,5346.45,5361.18,5333.27,5338.53,
30-December-2009,5345.19,5350.80,5316.81,5323.91,
31-December-2009,5353.04,5375.71,5342.72,5353.23,
4-January-2010,5343.39,5396.64,5343.39,5392.73,
5-January-2010,5427.24,5458.30,5425.75,5448.40,
6-January-2010,5477.66,5477.91,5437.11,5458.57,
7-January-2010,5467.86,5467.86,5420.30,5434.10,
8-January-2010,5443.40,5453.94,5409.79,5418.88,
11-January-2010,5457.68,5468.88,5425.13,5433.86,
12-January-2010,5449.48,5456.11,5382.16,5390.36,
13-January-2010,5352.00,5420.00,5346.42,5416.55,
14-January-2010,5446.34,5459.28,5430.60,5443.22,
15-January-2010,5461.69,5461.69,5431.00,5436.60,
18-January-2010,5428.75,5478.32,5421.68,5463.29,
19-January-2010,5470.93,5479.32,5408.12,5414.46,
20-January-2010,5436.93,5448.04,5387.46,5405.85,
21-January-2010,5385.43,5396.71,5265.36,5272.32,
22-January-2010,5184.61,5253.94,5127.63,5213.68,
25-January-2010,5192.43,5207.98,5162.28,5175.06,
27-January-2010,5133.52,5144.63,4992.55,5007.52,
28-January-2010,5067.73,5091.58,4990.16,5031.43,
29-January-2010,4979.56,5060.34,4924.25,5050.54,
1-February-2010,5021.36,5094.05,5000.06,5074.75,
2-February-2010,5123.83,5130.24,4993.32,5004.04,
3-February-2010,5037.78,5122.43,5037.78,5106.99,
4-February-2010,5101.83,5101.83,5011.75,5021.13,
5-February-2010,4896.30,4929.54,4863.07,4887.94,
6-February-2010,4920.75,4944.32,4916.01,4932.56,
8-February-2010,4934.08,4974.48,4856.17,4936.41,
9-February-2010,4931.55,4980.89,4916.40,4969.60,
10-February-2010,5000.96,5003.31,4926.01,4935.70,
11-February-2010,4962.12,5015.39,4962.12,4999.09,
15-February-2010,5020.43,5022.43,4961.84,4970.65,
16-February-2010,4992.77,5045.55,4963.49,5025.97,
17-February-2010,5067.35,5102.56,5058.39,5084.19,
18-February-2010,5086.02,5086.64,5044.29,5054.25,
19-February-2010,5013.72,5040.79,4973.00,5008.54,
22-February-2010,5060.42,5074.30,5001.97,5011.65,
23-February-2010,4997.12,5039.67,4993.21,5020.11,
24-February-2010,4993.45,5032.14,4992.58,5014.03,
25-February-2010,5031.58,5035.08,4994.29,5014.16,
26-February-2010,5019.89,5145.20,5019.89,5079.94,
2-March-2010,5131.29,5186.12,5128.21,5177.17,
3-March-2010,5197.62,5254.64,5196.99,5250.64,
4-March-2010,5254.27,5261.06,5224.49,5252.02,
5-March-2010,5276.70,5295.24,5249.26,5265.81,
8-March-2010,5318.58,5324.07,5285.76,5297.23,
9-March-2010,5298.27,5299.52,5262.18,5267.66,
10-March-2010,5269.87,5302.81,5257.60,5277.78,
11-March-2010,5275.09,5299.95,5263.56,5288.85,
12-March-2010,5299.60,5313.01,5276.89,5287.02,
15-March-2010,5276.68,5285.19,5249.42,5275.01,
16-March-2010,5280.88,5345.84,5271.62,5337.86,
17-March-2010,5364.99,5398.72,5360.34,5368.86,
18-March-2010,5380.69,5386.91,5353.58,5379.53,
19-March-2010,5391.11,5401.44,5373.29,5395.61,
22-March-2010,5326.19,5387.06,5326.19,5341.07,
23-March-2010,5369.71,5377.92,5331.32,5356.86,
25-March-2010,5351.68,5388.39,5338.19,5384.73,
26-March-2010,5402.18,5425.35,5399.97,5415.31,
29-March-2010,5430.17,5456.02,5422.23,5433.62,
30-March-2010,5453.21,5459.67,5396.15,5402.50,
31-March-2010,5420.51,5434.91,5383.19,5394.12,
1-April-2010,5423.04,5442.04,5414.11,5436.98,
5-April-2010,5468.04,5512.29,5462.15,5508.53,
6-April-2010,5526.91,5526.91,5499.69,5512.10,
7-April-2010,5531.00,5551.48,5498.50,5527.07,
8-April-2010,5518.07,5527.89,5448.63,5458.17,
9-April-2010,5475.39,5526.00,5475.35,5512.19,
12-April-2010,5529.56,5531.22,5474.72,5486.68,
13-April-2010,5491.29,5491.29,5457.99,5474.82,
15-April-2010,5509.74,5520.91,5423.62,5428.83,
16-April-2010,5411.15,5429.47,5391.95,5411.41,
19-April-2010,5344.51,5369.80,5316.13,5353.09,
20-April-2010,5380.81,5412.73,5369.51,5385.87,
21-April-2010,5412.53,5431.54,5398.58,5407.37,
22-April-2010,5399.14,5485.36,5387.44,5428.52,
23-April-2010,5442.78,5465.15,5431.04,5451.89,
26-April-2010,5472.94,5491.72,5465.47,5472.90,
27-April-2010,5459.74,5487.02,5456.58,5461.89,
28-April-2010,5396.17,5427.64,5364.04,5374.78,
29-April-2010,5395.84,5413.13,5388.90,5407.23,
30-April-2010,5437.52,5456.15,5428.57,5439.84,
3-May-2010,5410.90,5423.01,5383.76,5396.55,
4-May-2010,5416.12,5423.35,5302.78,5313.41,
5-May-2010,5237.21,5312.49,5219.44,5301.47,
6-May-2010,5288.93,5297.34,5217.02,5271.42,
7-May-2010,5197.25,5217.31,5150.61,5183.84,
10-May-2010,5236.92,5360.70,5236.92,5352.15,
11-May-2010,5359.54,5359.54,5283.84,5290.46,
12-May-2010,5296.35,5324.74,5256.00,5312.20,
13-May-2010,5344.78,5373.33,5329.89,5340.25,
14-May-2010,5325.08,5355.80,5241.85,5261.13,
17-May-2010,5204.15,5243.19,5137.77,5230.40,
18-May-2010,5232.19,5273.44,5203.73,5233.53,
19-May-2010,5178.98,5192.97,5079.61,5088.24,
20-May-2010,5127.59,5149.80,5091.83,5113.41,
21-May-2010,5019.88,5100.39,5012.59,5089.63,
24-May-2010,5164.82,5184.65,5079.71,5095.33,
25-May-2010,5046.99,5046.99,4935.68,4952.96,
26-May-2010,5007.06,5065.50,5005.13,5059.57,
27-May-2010,5061.68,5150.62,5042.09,5141.76,
28-May-2010,5200.65,5214.91,5168.09,5207.99,
31-May-2010,5215.57,5250.95,5196.81,5243.91,
1-June-2010,5231.30,5235.49,5098.68,5134.10,
2-June-2010,5154.01,5194.52,5134.39,5184.85,
3-June-2010,5233.94,5284.47,5233.94,5270.25,
4-June-2010,5278.63,5305.46,5255.25,5294.87,
7-June-2010,5183.83,5205.91,5164.99,5195.15,
8-June-2010,5190.43,5230.10,5127.75,5145.93,
9-June-2010,5153.32,5210.94,5146.87,5168.09,
10-June-2010,5177.45,5250.00,5177.45,5245.06,
11-June-2010,5291.32,5298.79,5258.25,5273.52,
14-June-2010,5304.08,5351.27,5296.80,5348.05,
15-June-2010,5354.09,5382.90,5329.20,5374.27,
16-June-2010,5405.28,5406.05,5368.86,5383.00,
17-June-2010,5393.71,5432.20,5362.26,5422.79,
18-June-2010,5429.26,5452.03,5391.89,5404.54,
21-June-2010,5460.57,5509.89,5460.57,5498.51,
22-June-2010,5480.15,5494.97,5458.48,5464.05,
23-June-2010,5432.12,5482.33,5432.12,5475.47,
24-June-2010,5478.68,5499.83,5441.19,5469.81,
25-June-2010,5454.51,5470.44,5425.57,5434.58,
28-June-2010,5452.55,5504.52,5451.05,5498.54,
29-June-2010,5489.11,5489.11,5411.61,5429.55,
30-June-2010,5389.70,5482.32,5385.66,5476.70,
1-July-2010,5447.33,5447.33,5409.47,5426.73,
2-July-2010,5437.37,5455.74,5400.14,5411.32,
5-July-2010,5408.26,5425.92,5401.05,5407.78,
6-July-2010,5409.05,5462.48,5409.05,5454.82,
7-July-2010,5459.31,5459.31,5404.85,5411.34,
8-July-2010,5461.41,5487.65,5459.09,5464.20,
9-July-2010,5493.00,5522.23,5493.00,5514.95,
12-July-2010,5546.39,5563.59,5523.24,5541.52,
13-July-2010,5534.80,5567.19,5524.80,5564.08,
14-July-2010,5602.52,5612.91,5537.18,5548.56,
15-July-2010,5553.52,5562.28,5523.42,5540.25,
16-July-2010,5548.48,5565.22,5539.89,5560.11,
19-July-2010,5533.97,5578.08,5533.97,5555.31,
20-July-2010,5579.24,5586.67,5528.66,5537.16,
21-July-2010,5561.66,5576.28,5553.15,5568.14,
22-July-2010,5557.40,5612.68,5545.24,5608.80,
23-July-2010,5644.63,5644.63,5599.94,5607.87,
26-July-2010,5619.84,5626.90,5569.44,5577.34,
27-July-2010,5591.55,5614.19,5571.94,5594.33,
28-July-2010,5607.61,5609.29,5555.96,5565.40,
29-July-2010,5557.41,5585.08,5557.41,5578.39,
30-July-2010,5563.55,5584.50,5536.63,5542.87,
2-August-2010,5583.58,5613.09,5582.20,5606.45,
3-August-2010,5628.17,5630.43,5605.17,5617.17,
4-August-2010,5626.86,5646.22,5603.29,5637.07,
5-August-2010,5645.59,5660.05,5614.95,5619.43,
6-August-2010,5616.11,5642.74,5601.99,5610.97,
9-August-2010,5616.85,5663.71,5615.57,5659.00,
10-August-2010,5654.63,5664.73,5625.22,5637.07,
11-August-2010,5634.72,5649.96,5585.69,5592.44,
12-August-2010,5556.29,5607.41,5549.25,5599.55,
13-August-2010,5612.88,5655.89,5612.88,5634.06,
16-August-2010,5631.22,5649.73,5578.92,5596.84,
17-August-2010,5609.09,5629.21,5593.87,5600.65,
18-August-2010,5620.75,5665.28,5610.33,5659.25,
19-August-2010,5680.94,5722.07,5675.38,5717.12,
20-August-2010,5699.39,5729.75,5696.65,5713.48,
23-August-2010,5723.06,5737.71,5709.77,5726.95,
24-August-2010,5737.62,5739.15,5679.16,5695.65,
25-August-2010,5687.27,5698.44,5642.34,5649.44,
26-August-2010,5659.18,5676.36,5643.38,5660.02,
27-August-2010,5662.63,5675.61,5580.17,5595.61,
30-August-2010,5647.77,5659.58,5579.61,5604.38,
31-August-2010,5580.94,5595.02,5536.06,5584.08,
1-September-2010,5612.42,5666.73,5606.04,5660.46,
2-September-2010,5701.03,5705.67,5670.28,5675.40,
3-September-2010,5692.06,5696.23,5668.60,5674.96,
6-September-2010,5700.49,5782.55,5700.49,5771.28,
7-September-2010,5781.99,5814.09,5779.34,5794.80,
8-September-2010,5772.28,5815.86,5767.47,5797.23,
9-September-2010,5813.43,5837.46,5801.63,5830.52,
13-September-2010,5865.83,5956.30,5865.83,5947.02,
14-September-2010,5964.57,6022.51,5957.85,5978.49,
15-September-2010,5987.56,6045.41,5987.56,6028.30,
16-September-2010,6028.25,6068.27,5987.32,5998.35,
17-September-2010,6025.28,6067.70,6025.28,6059.24,
20-September-2010,6071.73,6149.27,6069.09,6145.17,
21-September-2010,6169.51,6198.04,6122.76,6161.07,
22-September-2010,6186.04,6192.75,6102.61,6141.66,
23-September-2010,6155.81,6159.04,6091.10,6114.76,
24-September-2010,6116.95,6175.75,6112.27,6168.85,
27-September-2010,6230.59,6230.59,6182.77,6191.09,
28-September-2010,6185.94,6208.88,6154.39,6189.75,
29-September-2010,6213.23,6226.02,6139.66,6149.08,
30-September-2010,6156.21,6175.20,6114.81,6163.86,
1-October-2010,6193.48,6292.63,6193.48,6286.02,
4-October-2010,6334.22,6366.15,6296.74,6308.31,
5-October-2010,6308.11,6339.92,6295.40,6301.86,
6-October-2010,6351.21,6376.63,6319.54,6349.60,
7-October-2010,6357.99,6370.63,6273.36,6286.54,
8-October-2010,6306.31,6315.02,6231.89,6265.18,
11-October-2010,6318.25,6328.82,6279.42,6298.16,
12-October-2010,6300.06,6300.06,6222.27,6251.70,
13-October-2010,6276.16,6386.63,6258.90,6383.14,
14-October-2010,6413.24,6432.74,6315.98,6330.79,
15-October-2010,6338.83,6350.95,6210.52,6221.27,
18-October-2010,6232.78,6242.76,6142.09,6229.94,
19-October-2010,6262.39,6280.16,6166.04,6182.98,
20-October-2010,6168.21,6196.11,6129.80,6143.92,
21-October-2010,6166.89,6267.13,6155.28,6258.96,
22-October-2010,6277.71,6284.65,6209.00,6231.68,
25-October-2010,6242.27,6310.81,6242.27,6267.28,
26-October-2010,6274.46,6280.67,6235.88,6243.00,
27-October-2010,6244.68,6244.68,6157.77,6181.02,
28-October-2010,6207.48,6227.49,6142.13,6158.60,
29-October-2010,6169.74,6182.14,6097.53,6171.18,
1-November-2010,6229.05,6281.09,6229.05,6270.22,
2-November-2010,6283.13,6296.36,6254.48,6279.11,
3-November-2010,6311.46,6338.46,6304.44,6315.80,
4-November-2010,6351.23,6433.13,6351.23,6429.08,
5-November-2010,6467.27,6491.89,6449.55,6461.88,
8-November-2010,6469.68,6478.66,6419.45,6427.17,
9-November-2010,6427.35,6465.28,6402.76,6453.80,
10-November-2010,6450.92,6463.15,6426.39,6432.12,
11-November-2010,6446.13,6457.57,6336.99,6349.36,
12-November-2010,6336.41,6357.98,6205.81,6218.02,
15-November-2010,6221.56,6265.01,6180.78,6258.55,
16-November-2010,6274.24,6274.24,6112.26,6127.78,
18-November-2010,6162.45,6177.51,6040.75,6139.09,
19-November-2010,6154.22,6154.22,6006.83,6026.63,
22-November-2010,6059.81,6143.83,6033.26,6135.50,
23-November-2010,6107.31,6107.31,5954.45,6062.20,
24-November-2010,6071.18,6107.91,5961.34,5986.29,
25-November-2010,6008.86,6023.07,5893.00,5910.60,
26-November-2010,5927.53,5934.92,5747.61,5831.53,
29-November-2010,5856.15,5922.26,5831.96,5910.25,
30-November-2010,5901.85,5983.45,5858.90,5962.87,
1-December-2010,5967.21,6080.49,5967.21,6072.22,
2-December-2010,6119.85,6148.34,6093.56,6114.54,
3-December-2010,6120.91,6129.61,6061.97,6089.97,
6-December-2010,6108.99,6162.69,6073.24,6083.47,
7-December-2010,6082.94,6091.79,6027.21,6061.96,
8-December-2010,6048.37,6048.37,5963.70,5984.50,
9-December-2010,5998.18,6007.99,5811.66,5835.19,
10-December-2010,5825.97,5929.87,5787.93,5923.73,
13-December-2010,5947.90,5987.08,5878.83,5983.28,
14-December-2010,5998.17,6030.91,5969.64,6021.60,
15-December-2010,6021.52,6025.17,5941.49,5965.02,
16-December-2010,5977.68,6025.09,5930.93,6015.91,
20-December-2010,5993.96,6045.66,5970.44,6010.60,
21-December-2010,6021.42,6070.49,6021.42,6063.42,
22-December-2010,6075.97,6095.06,6031.61,6054.70,
23-December-2010,6062.29,6074.47,6033.76,6042.63,
24-December-2010,6023.85,6071.51,6018.64,6067.91,
27-December-2010,6068.64,6099.29,6044.41,6050.10,
28-December-2010,6056.54,6065.12,6037.85,6049.56,
29-December-2010,6058.20,6112.90,6058.20,6109.46,
30-December-2010,6115.47,6151.30,6115.47,6147.87,
31-December-2010,6154.44,6201.86,6154.44,6191.51,
3-January-2011,6219.56,6241.70,6207.66,6214.83,
4-January-2011,6229.68,6241.93,6188.23,6197.58,
5-January-2011,6200.52,6200.52,6126.13,6141.47,
6-January-2011,6165.46,6176.77,6078.23,6094.98,
7-January-2011,6091.47,6099.34,5937.53,5954.08,
10-January-2011,5961.16,5961.16,5794.51,5810.65,
11-January-2011,5825.17,5873.29,5754.20,5806.46,
12-January-2011,5845.01,5915.50,5764.58,5905.87,
13-January-2011,5898.29,5916.38,5799.72,5813.44,
14-January-2011,5817.81,5882.63,5699.98,5712.65,
17-January-2011,5724.34,5744.96,5685.15,5706.03,
18-January-2011,5731.76,5773.85,5725.64,5767.66,
19-January-2011,5784.68,5794.74,5722.45,5748.39,
20-January-2011,5727.52,5778.23,5696.71,5764.56,
21-January-2011,5757.03,5778.74,5739.26,5757.27,
24-January-2011,5778.70,5813.45,5760.93,5801.22,
25-January-2011,5821.37,5854.54,5746.69,5751.29,
27-January-2011,5780.37,5780.37,5654.16,5659.81,
28-January-2011,5665.11,5665.11,5504.78,5558.01,
31-January-2011,5522.73,5567.97,5456.59,5550.03,
1-February-2011,5574.59,5578.16,5446.47,5457.02,
2-February-2011,5504.32,5533.82,5460.77,5474.21,
3-February-2011,5481.02,5575.42,5465.90,5570.98,
4-February-2011,5572.72,5603.65,5424.93,5447.87,
7-February-2011,5479.76,5487.93,5432.10,5448.77,
8-February-2011,5474.94,5474.94,5350.54,5359.76,
9-February-2011,5348.02,5372.76,5255.63,5282.67,
10-February-2011,5286.71,5299.36,5221.14,5259.71,
11-February-2011,5275.07,5348.91,5209.44,5343.60,
14-February-2011,5395.44,5503.36,5386.62,5496.31,
15-February-2011,5511.45,5545.43,5449.89,5520.17,
16-February-2011,5519.99,5548.63,5508.21,5528.32,
17-February-2011,5539.44,5593.62,5512.22,5587.47,
18-February-2011,5601.45,5643.69,5481.34,5495.87,
21-February-2011,5501.38,5560.30,5453.33,5555.32,
22-February-2011,5543.58,5553.55,5476.25,5506.27,
23-February-2011,5492.16,5526.70,5466.77,5474.46,
24-February-2011,5463.91,5463.91,5290.99,5311.47,
25-February-2011,5347.22,5370.50,5271.66,5343.26,
28-February-2011,5370.21,5502.44,5350.79,5370.50,
1-March-2011,5408.53,5562.65,5408.53,5555.29,
3-March-2011,5524.88,5598.62,5503.64,5563.07,
4-March-2011,5596.27,5634.51,5556.88,5567.98,
7-March-2011,5530.71,5530.71,5446.18,5492.52,
8-March-2011,5505.18,5561.57,5505.18,5553.08,
9-March-2011,5573.27,5594.42,5519.10,5566.71,
10-March-2011,5555.04,5555.04,5512.92,5532.56,
11-March-2011,5511.67,5546.80,5456.14,5485.80,
14-March-2011,5484.71,5569.17,5484.71,5563.95,
15-March-2011,5483.04,5524.51,5413.73,5479.82,
16-March-2011,5502.98,5565.34,5502.98,5543.00,
17-March-2011,5510.96,5544.61,5478.19,5490.35,
18-March-2011,5515.71,5518.74,5411.57,5419.78,
21-March-2011,5445.59,5454.69,5393.29,5409.51,
22-March-2011,5432.16,5468.76,5422.67,5453.83,
23-March-2011,5451.00,5519.85,5447.02,5517.31,
24-March-2011,5536.26,5565.82,5534.71,5558.03,
25-March-2011,5588.90,5689.14,5588.90,5678.00,
28-March-2011,5674.42,5730.39,5674.42,5710.72,
29-March-2011,5711.97,5786.24,5711.97,5759.51,
30-March-2011,5774.27,5831.71,5774.27,5818.34,
31-March-2011,5831.59,5889.22,5808.40,5855.53,
1-April-2011,5858.31,5884.48,5844.22,5860.71,
4-April-2011,5874.55,5950.34,5873.26,5941.70,
5-April-2011,5949.80,5964.38,5899.25,5950.06,
6-April-2011,5953.19,5989.65,5917.59,5937.36,
7-April-2011,5939.24,5959.42,5923.01,5939.19,
8-April-2011,5941.58,5967.61,5871.56,5891.10,
11-April-2011,5876.73,5879.29,5826.51,5832.57,
13-April-2011,5813.00,5960.34,5792.26,5951.67,
15-April-2011,5942.83,5951.25,5857.59,5872.89,
18-April-2011,5873.91,5945.43,5781.91,5787.95,
19-April-2011,5786.71,5814.84,5753.91,5800.05,
20-April-2011,5839.12,5901.78,5815.87,5898.84,
21-April-2011,5922.54,5952.44,5905.34,5921.60,
25-April-2011,5901.60,5945.69,5901.60,5918.30,
26-April-2011,5921.43,5933.30,5843.95,5911.92,
27-April-2011,5929.60,5939.68,5876.15,5887.94,
28-April-2011,5906.22,5909.84,5834.89,5840.71,
29-April-2011,5842.13,5858.90,5762.39,5795.29,
2-May-2011,5817.32,5825.72,5738.56,5751.05,
3-May-2011,5746.03,5762.62,5608.35,5617.11,
4-May-2011,5623.12,5627.15,5555.27,5588.57,
5-May-2011,5590.38,5614.61,5496.04,5509.56,
6-May-2011,5530.73,5609.26,5525.84,5599.20,
9-May-2011,5627.80,5633.91,5561.82,5605.05,
10-May-2011,5613.31,5645.98,5576.74,5599.63,
11-May-2011,5613.14,5629.72,5585.39,5621.09,
12-May-2011,5607.32,5636.70,5547.81,5552.90,
13-May-2011,5561.04,5663.94,5541.06,5615.04,
16-May-2011,5607.36,5607.36,5559.18,5567.85,
17-May-2011,5575.01,5598.03,5498.66,5513.79,
18-May-2011,5523.13,5535.09,5472.68,5487.14,
19-May-2011,5506.22,5516.88,5478.24,5491.47,
20-May-2011,5505.67,5571.81,5496.70,5543.09,
23-May-2011,5528.36,5528.36,5440.02,5449.28,
24-May-2011,5454.82,5481.90,5435.82,5460.20,
25-May-2011,5453.50,5453.50,5403.47,5418.44,
26-May-2011,5437.13,5478.44,5428.24,5471.96,
27-May-2011,5487.80,5547.14,5487.80,5540.69,
30-May-2011,5554.10,5579.04,5534.72,5549.71,
31-May-2011,5558.14,5641.96,5558.14,5638.16,
1-June-2011,5644.23,5676.99,5641.85,5668.15,
2-June-2011,5625.53,5646.71,5607.32,5630.83,
3-June-2011,5645.28,5683.58,5583.40,5591.74,
6-June-2011,5584.79,5609.50,5554.61,5600.91,
7-June-2011,5585.97,5638.92,5585.97,5628.65,
8-June-2011,5616.81,5635.07,5594.32,5603.30,
9-June-2011,5602.66,5617.22,5581.72,5597.60,
10-June-2011,5598.81,5599.71,5538.70,5561.67,
13-June-2011,5555.36,5572.73,5517.38,5563.34,
14-June-2011,5567.07,5601.78,5567.07,5582.51,
15-June-2011,5580.72,5580.72,5522.30,5526.37,
16-June-2011,5508.24,5525.21,5470.86,5477.93,
17-June-2011,5494.23,5497.96,5436.45,5442.90,
20-June-2011,5457.26,5457.26,5275.65,5334.09,
21-June-2011,5351.50,5393.22,5330.67,5345.71,
22-June-2011,5368.50,5376.69,5325.80,5340.59,
23-June-2011,5334.89,5385.75,5311.82,5374.86,
24-June-2011,5393.05,5527.99,5393.05,5523.08,
27-June-2011,5499.18,5602.87,5499.18,5584.34,
28-June-2011,5603.43,5618.62,5558.95,5599.35,
29-June-2011,5613.31,5653.51,5613.31,5648.01,
30-June-2011,5658.70,5694.20,5655.73,5686.26,
1-July-2011,5717.27,5735.25,5662.57,5680.28,
4-July-2011,5711.44,5731.95,5696.06,5709.88,
5-July-2011,5715.21,5715.21,5675.86,5693.30,
6-July-2011,5689.40,5717.62,5675.71,5686.09,
7-July-2011,5696.82,5789.01,5696.82,5784.76,
8-July-2011,5786.09,5791.78,5702.49,5712.78,
11-July-2011,5705.83,5706.36,5657.79,5669.86,
12-July-2011,5626.42,5642.99,5563.89,5590.51,
13-July-2011,5606.56,5657.48,5606.56,5650.34,
14-July-2011,5642.25,5714.80,5612.79,5665.10,
15-July-2011,5685.84,5728.72,5636.68,5649.57,
18-July-2011,5656.97,5673.90,5632.77,5642.14,
19-July-2011,5644.97,5693.11,5635.13,5678.19,
20-July-2011,5703.46,5708.71,5619.36,5624.94,
21-July-2011,5626.10,5639.36,5593.35,5599.67,
22-July-2011,5627.42,5695.87,5627.42,5690.77,
25-July-2011,5696.79,5752.39,5678.63,5737.55,
26-July-2011,5743.58,5759.20,5629.73,5641.15,
27-July-2011,5653.93,5655.71,5594.56,5618.95,
28-July-2011,5586.70,5588.75,5550.23,5556.12,
29-July-2011,5552.83,5588.00,5524.40,5531.70,
1-August-2011,5568.18,5602.55,5533.77,5558.71,
2-August-2011,5551.25,5551.25,5480.63,5502.51,
3-August-2011,5468.43,5471.33,5432.45,5460.06,
4-August-2011,5470.84,5494.78,5388.14,5394.98,
5-August-2011,5308.89,5308.89,5185.74,5282.04,
8-August-2011,5181.23,5271.96,5125.43,5194.96,
9-August-2011,5073.98,5233.82,5035.46,5150.83,
10-August-2011,5245.44,5256.45,5200.57,5233.14,
11-August-2011,5214.15,5254.54,5201.79,5210.12,
12-August-2011,5254.69,5254.69,5137.52,5150.31,
16-August-2011,5193.36,5202.89,5089.23,5104.93,
17-August-2011,5116.49,5171.97,5085.97,5118.86,
18-August-2011,5134.92,5136.67,4995.53,5007.55,
19-August-2011,4950.56,4963.49,4871.56,4921.05,
22-August-2011,4924.56,4982.77,4886.59,4976.42,
23-August-2011,5002.22,5036.02,4941.44,5018.36,
24-August-2011,5018.04,5041.73,4952.29,4962.10,
25-August-2011,4976.56,4989.51,4910.26,4921.49,
26-August-2011,4923.48,4946.69,4797.15,4820.34,
29-August-2011,4876.36,4996.58,4876.36,4986.08,
30-August-2011,5027.55,5073.16,4993.13,5062.17,
2-September-2011,5132.47,5133.34,5064.26,5103.67,
5-September-2011,5069.98,5098.70,5043.52,5086.93,
6-September-2011,5074.62,5129.89,5020.60,5123.03,
7-September-2011,5138.28,5215.95,5138.28,5190.98,
8-September-2011,5205.15,5232.35,5170.20,5217.31,
9-September-2011,5224.00,5231.50,5115.65,5125.15,
12-September-2011,5077.20,5077.20,4987.03,5013.12,
13-September-2011,5041.71,5096.06,4982.86,5009.96,
14-September-2011,5024.48,5087.36,4988.64,5075.57,
15-September-2011,5105.24,5147.47,5041.84,5134.97,
16-September-2011,5175.62,5198.85,5134.65,5147.98,
19-September-2011,5131.88,5131.88,5091.63,5101.33,
20-September-2011,5107.60,5208.79,5106.43,5200.60,
21-September-2011,5206.72,5230.43,5180.04,5201.26,
22-September-2011,5142.04,5142.04,4985.87,4998.16,
23-September-2011,4964.00,5006.22,4908.51,4947.07,
26-September-2011,4957.47,4957.47,4833.74,4905.76,
27-September-2011,4963.45,5042.42,4963.45,5033.40,
28-September-2011,5066.53,5066.53,4983.93,5005.53,
29-September-2011,4991.84,5078.45,4968.34,5065.88,
30-September-2011,5042.37,5077.04,4982.39,4995.67,
3-October-2011,4950.13,4950.13,4883.18,4908.64,
4-October-2011,4891.62,4928.27,4796.15,4827.72,
